name,TUITIONFEE_IN,TUITIONFEE_OUT,ADM_RATE_ALL,SAT_AVG_ALL
Platt College-Edge Tech Academy,NULL,NULL,NULL,NULL
Troy University-Phenix City Campus,8692,16276,0.881227094,1085
Troy University-Montgomery Campus,8692,16276,0.881227094,1085
Troy University-Dothan Campus,8692,16276,0.881227094,1085
Troy University-Online,8112,8112,0.881227094,1085
Troy University-Support Locations,6000,6000,0.881227094,1085
Arkansas College of Barbering and Hair Design,NULL,NULL,NULL,NULL
Harding School of Theology,NULL,NULL,0.72120613,1203
Career Academy of Hair Design-Siloam Springs,NULL,NULL,NULL,NULL
Career Academy of Hair Design-Rogers,NULL,NULL,NULL,NULL
Career Academy of Hair Design-Fayetteville,NULL,NULL,NULL,NULL
Career Academy of Hair Design - Fort Smith,NULL,NULL,NULL,NULL
University of Arkansas Community College at Hope - Texarkana,2740,5260,NULL,NULL
Alliant International University-Fresno,NULL,NULL,0.8,NULL
Alliant International University-Los Angeles,NULL,NULL,0.8,NULL
Alliant International University-San Francisco,NULL,NULL,0.8,NULL
Alliant International University-Irvine,NULL,NULL,0.8,NULL
Alliant International University-Sacramento,NULL,NULL,0.8,NULL
San Jose Campus,NULL,NULL,NULL,NULL
Franciscan School of Theology,NULL,NULL,NULL,NULL
Golden Gate University-Los Angeles,NULL,NULL,NULL,NULL
Golden Gate University-Seattle,NULL,NULL,NULL,NULL
Golden Gate University-Silicon Valley,NULL,NULL,NULL,NULL
Humphreys College-Modesto,14004,NULL,NULL,NULL
International School of Cosmetology,NULL,NULL,NULL,NULL
ATEP at IVC,1142,7958,NULL,NULL
Life Pacific College-Ignite,7228,NULL,0.966887417,1002
Marymount University - Waterfront Campus,35884,NULL,NULL,NULL
Marymount California University - Lakeside Campus,NULL,NULL,NULL,NULL
MiraCosta College - San Elijo Campus,1152,6768,NULL,NULL
Mount Saint Mary's University - Doheny Campus,39608,NULL,0.81207483,1013
San Diego State University-Imperial Valley Campus,NULL,NULL,0.354194714,1206
San Joaquin General Hospital School of Radiation Technology,1288,7840,NULL,NULL
San Joaquin Valley College - Hanford,NULL,NULL,NULL,NULL
San Joaquin Valley College-Online,NULL,NULL,NULL,NULL
San Joaquin Valley College-Bakersfield,NULL,NULL,NULL,NULL
San Joaquin Valley College-Fresno,NULL,NULL,NULL,NULL
San Joaquin Valley College-Fresno Aviation,NULL,NULL,NULL,NULL
San Joaquin Valley College-Ontario,NULL,NULL,NULL,NULL
San Joaquin Valley College-Modesto,NULL,NULL,NULL,NULL
San Joaquin Valley College-Rancho Cordova,NULL,NULL,NULL,NULL
San Joaquin Valley College-Hesperia,NULL,NULL,NULL,NULL
San Joaquin Valley College-Temecula,NULL,NULL,NULL,NULL
San Joaquin Valley College-Lancaster,NULL,NULL,NULL,NULL
San Joaquin Valley College-San Diego,NULL,NULL,NULL,NULL
San Joaquin Valley College - Madera,NULL,NULL,NULL,NULL
San Joaquin Valley College - Delano,NULL,NULL,NULL,NULL
Jesuit School of Theology of Santa Clara University,NULL,NULL,0.535621805,1378
Wright Institute (The) -,NULL,NULL,NULL,NULL
Colorado Technical University-Denver,NULL,NULL,NULL,NULL
Denver Seminary - Washington DC,NULL,NULL,NULL,NULL
Porter and Chester Institute of Rocky Hill,17220,NULL,NULL,NULL
Porter and Chester Institute of Enfield,17220,NULL,NULL,NULL
Porter and Chester Institute of Waterbury,17220,NULL,NULL,NULL
Porter and Chester Institute of Chicopee,17220,NULL,NULL,NULL
Porter and Chester Institute of Worcester,17220,NULL,NULL,NULL
Porter and Chester Institute of Canton,17220,NULL,NULL,NULL
Porter and Chester Institute of Woburn -closed 10/6/2017,17220,NULL,NULL,NULL
Delaware Technical Community College-Owens,4848,11372,NULL,NULL
Delaware Technical Community College-Stanton/Wilmington,4848,11372,NULL,NULL
Strayer University-Takoma Park Campus,13857,NULL,NULL,NULL
Barry University Law School,NULL,NULL,0.850673434,970
Keiser University-Melbourne,19224,NULL,NULL,NULL
Keiser University-Tallahassee,19224,NULL,NULL,NULL
Keiser University-Daytona,19224,NULL,NULL,NULL
Keiser University-Lakeland,19224,NULL,NULL,NULL
Keiser University- Miami,19224,NULL,NULL,NULL
Keiser University-Orlando,19224,NULL,NULL,NULL
Keiser University-Sarasota,19224,NULL,NULL,NULL
Keiser University-Jacksonville,19224,NULL,NULL,NULL
Keiser University-Tampa,19224,NULL,NULL,NULL
Keiser University-Pembroke Pines,19224,NULL,NULL,NULL
Keiser University-Port St Lucie,19224,NULL,NULL,NULL
Keiser University-West Palm Beach,19224,NULL,NULL,NULL
Keiser University-Ft Myers,19224,NULL,NULL,NULL
Keiser University -  Clearwater,19224,NULL,NULL,NULL
Keiser University - NPR,19224,NULL,NULL,NULL
Keiser University - Residential,28380,NULL,NULL,NULL
Maynard A. Traviss Career Center - Central Florida Aerospace Academy,3251,11805,NULL,NULL
Rasmussen College-New Port Richey,10935,NULL,NULL,NULL
Rasmussen College-Fort Myers,10935,NULL,NULL,NULL
Rasmussen College-Tampa/Brandon,10935,NULL,NULL,NULL
Rasmussen College-Land O' Lakes,10935,NULL,NULL,NULL
East Georgia State College - Statesboro,4616,10813,NULL,NULL
East Georgia State College - Augusta,4124,10321,NULL,NULL
Moody Theological Seminary and Graduate School--Michigan,NULL,NULL,0.658854167,NULL
Moody Bible Institute-Spokane,9940,NULL,0.658854167,NULL
Saint Anthony College of Nursing - Highland Community College Campus,NULL,NULL,NULL,NULL
Saint Anthony College of Nursing - Sauk Valley Community College Campus,NULL,NULL,NULL,NULL
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,2000,2000,NULL,NULL
PJ's College of Cosmetology- Brownsburg,NULL,NULL,NULL,NULL
PJ's College of Cosmetology-Crestwood,NULL,NULL,NULL,NULL
PJ's College of Cosmetology- Jeffersonville,NULL,NULL,NULL,NULL
Ivy Tech Community College-Northcentral,4255,8211,NULL,NULL
Ivy Tech Community College-Columbus,4255,8211,NULL,NULL
Ivy Tech Community College-East Central,4255,8211,NULL,NULL
Ivy Tech Community College-Kokomo,4255,8211,NULL,NULL
Ivy Tech Community College-Lafayette,4255,8211,NULL,NULL
Ivy Tech Community College-Northeast,4255,8211,NULL,NULL
Ivy Tech Community College-South Central,4255,8211,NULL,NULL
Ivy Tech Community College-Southwest,4255,8211,NULL,NULL
Ivy Tech Community College-Wabash Valley,4255,8211,NULL,NULL
Ivy Tech Community College-Richmond,4255,8211,NULL,NULL
Ivy Tech Community College-Northwest,4255,8211,NULL,NULL
Ivy Tech Community College-Southeast,4255,8211,NULL,NULL
Ivy Tech Community College-Bloomington,4255,8211,NULL,NULL
Ivy Tech Community College-Central Indiana,4255,8211,NULL,NULL
Harrison College-Anderson,16275,NULL,1,NULL
Harrison College-Columbus,16275,NULL,1,NULL
Harrison College-Terre Haute,16275,NULL,1,NULL
Harrison College-Lafayette,16275,NULL,1,NULL
Harrison College-Indianapolis East,16275,NULL,1,NULL
Harrison College-Evansville,16275,NULL,1,NULL
Harrison College-Fort Wayne,16275,NULL,1,NULL
Harrison College-Northwest,16275,NULL,1,NULL
Harrison College-Elkhart,NULL,NULL,1,NULL
University of Notre Dame -,NULL,NULL,0.189225107,1486
Graceland University - Independence,10560,NULL,0.561428571,1029
Baker University School of Nursing,NULL,NULL,0.857142857,1137
Baker University School of Professional and Graduate Studies and Graduate School of Education,12840,NULL,0.857142857,1137
Coffeyville Technical Campus,2304,3872,NULL,NULL
Columbus Technical Campus,2304,3872,NULL,NULL
Bellarmine University - Bullitt County,NULL,NULL,0.892480675,1189
Bellarmine University - Oldham County,NULL,NULL,0.892480675,1189
PJ's College of Cosmetology- Greenfield,NULL,NULL,NULL,NULL
PJ's College of Cosmetology- Muncie,NULL,NULL,NULL,NULL
PJ's College of Cosmetology- Indianapolis,NULL,NULL,NULL,NULL
PJ's College of Cosmetology- Plainfield,NULL,NULL,NULL,NULL
PJ's College of Cosmetology- Louisville,NULL,NULL,NULL,NULL
Southeastern Louisiana University - EBR Parish School System Prof Dev,NULL,NULL,0.883396989,1085
Southeastern Louisiana University - St Amant High School,NULL,NULL,0.883396989,1085
Empire Beauty School-Bangor,NULL,NULL,NULL,NULL
Aesthetics Institute of Cosmetology - Winchester,NULL,NULL,NULL,NULL
Cecil College - Elkton Station,4005,8265,NULL,NULL
Baker College of Owosso,9360,NULL,NULL,NULL
Baker College of Allen Park,9360,NULL,NULL,NULL
Baker College of Auburn Hills,9360,NULL,NULL,NULL
Baker College of Cadillac,9360,NULL,NULL,NULL
Baker College of Clinton Township,9360,NULL,NULL,NULL
Baker College of Jackson,9360,NULL,NULL,NULL
Baker College of Muskegon,9360,NULL,NULL,NULL
Baker College of Port Huron,9360,NULL,NULL,NULL
Baker College Center for Graduate Studies,12510,NULL,NULL,NULL
Davenport University-Warren Location,17408,NULL,0.819237148,NULL
Davenport University-Kalamazoo Location,15080,NULL,0.819237148,NULL
Davenport University-Lansing Location,17408,NULL,0.819237148,NULL
Davenport University-Midland Location,16448,NULL,0.819237148,NULL
Davenport University-Holland Location,17408,NULL,0.819237148,NULL
Davenport University-Flint Location,15080,NULL,0.819237148,NULL
Davenport University-Traverse City Location,NULL,NULL,0.819237148,NULL
Davenport University-Livonia Location,17408,NULL,0.819237148,NULL
Davenport University-Grand Rapids Downtown,NULL,NULL,0.819237148,NULL
Davenport University - Treasury Site Dimondale,NULL,NULL,0.819237148,NULL
Davenport University - Wayne CCCD,NULL,NULL,0.819237148,NULL
Davenport University - Macomb CC,NULL,NULL,0.819237148,NULL
Davenport University - Schoolcraft College,NULL,NULL,0.819237148,NULL
Anoka-Ramsey Community College-Cambridge Campus,5059,NULL,NULL,NULL
Central Lakes College-Staples Campus,5454,NULL,NULL,NULL
M State - Detroit Lakes Campus,5303,NULL,NULL,NULL
M State - Moorhead Campus,5444,NULL,NULL,NULL
M State - Wadena Campus,5273,NULL,NULL,NULL
South Central College-Faribault,5417,NULL,NULL,NULL
Mesabi Range College,5329,6511,NULL,NULL
Northland Community and Technical College - East Grand Forks,5549,NULL,NULL,NULL
Rasmussen College-Bloomington,10935,NULL,NULL,NULL
Rasmussen College-Eagan,10935,NULL,NULL,NULL
Rasmussen College-Mankato,10935,NULL,NULL,NULL
Rasmussen College-Brooklyn Park,10935,NULL,NULL,NULL
Rasmussen College-Lake Elmo/Woodbury,10935,NULL,NULL,NULL
Rasmussen College-Blaine,10935,NULL,NULL,NULL
Minnesota State CollegeSoutheast-Red Wing Campus,5630,NULL,NULL,NULL
Copiah-Lincoln Community College Simpson County Center,3180,5180,NULL,NULL
Copiah-Lincoln Community College-Natchez Campus,3180,5180,NULL,NULL
University of Mississippi Medical Center,NULL,NULL,0.839113459,1225
Pearl River Community College-Forrest County Center,3410,5808,NULL,NULL
Columbia College - Redstone Arsenal,6840,NULL,NULL,NULL
Columbia College - Coast Guard Island,6840,NULL,NULL,NULL
Columbia College - Denver,6840,NULL,NULL,NULL
Columbia College - NAS Jacksonville,6840,NULL,NULL,NULL
Columbia College - Orlando,6840,NULL,NULL,NULL
Columbia College - Crystal Lake Campus,6840,NULL,NULL,NULL
Columbia College - Kansas City,6840,NULL,NULL,NULL
Columbia College - Fort Leonard Wood,6840,NULL,NULL,NULL
Columbia College - Jefferson City,6840,NULL,NULL,NULL
Columbia College - Lake Ozark,6840,NULL,NULL,NULL
Columbia College - Saint Louis,6840,NULL,NULL,NULL
Columbia College - Fort Worth,6840,NULL,NULL,NULL
Columbia College - Salt Lake,6840,NULL,NULL,NULL
Columbia College - Lake County,6840,NULL,NULL,NULL
Columbia College - Naval Station Everett/Marysville,6840,NULL,NULL,NULL
Columbia College - Freeport,6840,NULL,NULL,NULL
Columbia College - Springfield,6840,NULL,NULL,NULL
Columbia College - Rolla,6840,NULL,NULL,NULL
Columbia College - Los Alamitos,6840,NULL,NULL,NULL
Columbia College - Patrick AFB,6840,NULL,NULL,NULL
Columbia College - Lemoore,6840,NULL,NULL,NULL
Columbia College - San Luis Obispo,6840,NULL,NULL,NULL
Columbia College - Fort Stewart,6840,NULL,NULL,NULL
Columbia College - Hunter Army Airfield,6840,NULL,NULL,NULL
Columbia College - Elgin,6840,NULL,NULL,NULL
Columbia College - Hancock Field,6840,NULL,NULL,NULL
Columbia College - Whidbey Island,6840,NULL,NULL,NULL
Columbia College - Fort Drum,6840,NULL,NULL,NULL
Columbia College -  Jacksonville,6840,NULL,NULL,NULL
Columbia College - Fort Sill,6840,NULL,NULL,NULL
Columbia College - San Diego,6840,NULL,NULL,NULL
Columbia College - Mesquite,6840,NULL,NULL,NULL
Evangel University - Assemblies of God Theological Seminary,NULL,NULL,0.993485342,1102
Lindenwood University-Belleville,16960,NULL,0.737478411,1097
City College Montana State University Billings,3836,8511,NULL,NULL
The University of Montana - Missoula College,3744,13127,0.926399224,1165
New Hampshire Institute for Therapeutic Arts,NULL,NULL,NULL,NULL
American Institute,NULL,NULL,NULL,NULL
Monmouth University -  Monmouth Park Corporate Center,NULL,NULL,0.739444984,1088
Olympian Academy of Cosmetology - International Academy of Hair Design,NULL,NULL,NULL,NULL
Bard College - Holyoke Microcollege,12500,NULL,0.585262734,NULL
Berkeley College - Westchester Campus,25300,NULL,NULL,NULL
Briarcliffe College-Bohemia,NULL,NULL,NULL,NULL
Culinary Institute of America at Greystone,31616,NULL,0.971794872,NULL
Culinary Institute of America San Antonio,30936,NULL,0.971794872,NULL
Jamestown Business College -,12600,NULL,0.932432432,NULL
Pratt Manhattan-A Division of Pratt Institute,50038,NULL,0.567955197,1201
Saint Elizabeth College of Nursing,16300,21264,0.555555556,NULL
Gaston College,2704,8848,NULL,NULL
Hebrew Union College-Jewish Institute of Religion-Cincinnati,NULL,NULL,NULL,NULL
Hebrew Union College-Jewish Institute of Religion-Los Angeles,NULL,NULL,NULL,NULL
Kettering College - Ollie Davis Medical Arts and Education Center,NULL,NULL,0.28358209,1138
Mount Carmel College of Nursing - Fairfield,NULL,NULL,0.993243243,1065
Los Angeles Center,12896,NULL,NULL,NULL
Florida Center,12896,NULL,NULL,NULL
Sacramento Center,12896,NULL,NULL,NULL
New England Center,12896,NULL,NULL,NULL
Winebrenner Theological Seminary -,NULL,NULL,NULL,NULL
University of Oklahoma - Douglass Learning Center,NULL,NULL,0.740034662,1254
University of Oklahoma - Ft. Benning GA - AP,NULL,NULL,0.740034662,1254
Western Seminary-San Jose,NULL,NULL,NULL,NULL
Western Seminary-Sacramento,NULL,NULL,NULL,NULL
The Beauty Institute,NULL,NULL,NULL,NULL
Bucks County Community College-Upper Bucks Campus,4418,11858,NULL,NULL
Bucks County Community College-Lower Bucks Campus,4418,11858,NULL,NULL
Harrisburg Area Community College-Lancaster,6473,9225,NULL,NULL
Harrisburg Area Community College-Gettysburg,6473,9225,NULL,NULL
Harrisburg Area Community College-Lebanon,6473,9225,NULL,NULL
Harrisburg Area Community College-York,6473,9225,NULL,NULL
New Castle School of Trades,NULL,NULL,1,NULL
New Castle School of Trades - East Liverpool Campus,NULL,NULL,1,NULL
Northampton County Area Community College-Monroe,4230,13620,NULL,NULL
Villanova University - Summer Music Studies Program,NULL,NULL,0.740373396,NULL
South Hills School of Business and Technology-Altoona,16608,NULL,0.993127148,NULL
Tennessee College of Applied Technology-Jacksboro -,NULL,NULL,NULL,NULL
Galveston College - Charlie Thomas Family Applied Technology Center,NULL,NULL,NULL,NULL
San Jacinto College-North Campus,1500,4140,NULL,NULL
San Jacinto College-South Campus,1500,4140,NULL,NULL
Southwest School of Business and Technical Careers-South Texas,NULL,NULL,NULL,NULL
Southwest School of Business and Technical Careers-Corpus Christi,NULL,NULL,NULL,NULL
Texas A & M University Health Science Center,NULL,NULL,0.705391475,1277
Broadview University - Globe University - Eau Claire,14850,NULL,NULL,NULL
Broadview University - Globe University - Sioux Falls - Teach-Out,14850,NULL,NULL,NULL
Broadview University - Globe University - La Crosse - Teach-Out,14850,NULL,NULL,NULL
Broadview University - Globe University - Madison,14850,NULL,NULL,NULL
Broadview University - Globe University - Wausau,14850,NULL,NULL,NULL
Broadview University - Globe University - Appleton,14850,NULL,NULL,NULL
Snow College-Richfield Campus,3692,12382,NULL,NULL
Strayer University-Alexandria Campus,13857,NULL,NULL,NULL
Strayer University-Woodbridge Campus,13857,NULL,NULL,NULL
Strayer University-Manassas Campus,13857,NULL,NULL,NULL
Strayer University-Loudoun Campus,13857,NULL,NULL,NULL
Strayer University-Fredericksburg Campus,13857,NULL,NULL,NULL
Strayer University-Henrico Campus,13857,NULL,NULL,NULL
Strayer University-Chesterfield Campus,13857,NULL,NULL,NULL
Strayer University-Chesapeake Campus,13857,NULL,NULL,NULL
Strayer University-Newport News Campus,13857,NULL,NULL,NULL
Strayer University-Virginia Beach Campus,13857,NULL,NULL,NULL
Union Presbyterian Seminary-Charlotte,NULL,NULL,NULL,NULL
Washington State University-Vancouver,10129,24555,0.730644804,1127
Washington State University-Spokane,NULL,NULL,0.730644804,1127
Washington State University-Tri Cities,10342,24768,0.730644804,1127
National University College-Arecibo,6495,NULL,0.593273778,NULL
National University College-Rio Grande,6495,NULL,0.593273778,NULL
National University College-Ponce,6495,NULL,0.593273778,NULL
National University College-Caguas,6495,NULL,0.593273778,NULL
National University College - Mayaguez Campus,6495,NULL,0.593273778,NULL
University of the Virgin Islands-Albert A. Sheen,5235,13834,0.984427141,913
Purdue University - Purdue Polytechnic Anderson,6518,15579,0.574684929,1293
Purdue University - Purdue Polytechnic Indianapolis,6165,6165,0.574684929,1293
Purdue University - Purdue Polytechnic South Bend,6767,17809,0.574684929,1293
Purdue University - Purdue Polytechnic New Albany,6767,17809,0.574684929,1293
Purdue University - Purdue Polytechnic Columbus,8459,27567,0.574684929,1293
Purdue University - Purdue Polytechnic Kokomo,6767,17809,0.574684929,1293
Purdue University - Purdue Polytechnic Richmond,6767,17809,0.574684929,1293
Purdue University - Purdue Polytechnic Lafayette,6518,15579,0.574684929,1293
Purdue University - Purdue Polytechnic Vincennes,6165,6165,0.574684929,1293
ECPI University-Newport News,14941,NULL,0.712910532,NULL
ECPI University-Greensboro,15523,NULL,0.712910532,NULL
ECPI University-Charlotte,15593,NULL,0.712910532,NULL
ECPI University-Greenville,15353,NULL,0.712910532,NULL
ECPI University-Manassas,15246,NULL,0.712910532,NULL
ECPI University-Charleston,15644,NULL,0.712910532,NULL
ECPI University-Raleigh,15313,NULL,0.712910532,NULL
ECPI University-Columbia,15211,NULL,0.712910532,NULL
ECPI University-Concord,15051,NULL,0.712910532,NULL
ECPI University-Culinary Institute of Virginia,15108,NULL,0.712910532,NULL
ECPI University-Virginia Beach Health Sciences,15261,NULL,0.712910532,NULL
ECPI University-Richmond South,14985,NULL,0.712910532,NULL
